Td	ID	Tj	Df	Dd	Db	
149	2648	125	1	23	24
149	2622	122	1	26	27
149	2627	122	1	26	27
149	2615	121	1	27	28
149	2618	121	2	26	28
149	2730	145	0	4	4
149	2749	146	0	3	3
149	2739	145	0	4	4
149	2742	146	0	3	3
149	2736	145	0	4	4
149	2741	146	0	3	3
149	2747	146	0	3	3
149	2603	120	0	29	29
150	2719	140	0	10	10
150	761	148	0	2	2
151	2769	148	0	3	3
151	2766	148	0	3	3
151	2764	148	0	3	3
151	2768	148	0	3	3
151	2623	122	0	29	29
152	2779	149	0	3	3
152	2774	149	0	3	3
153	2600	120	1	32	33
153	2731	145	0	8	8
153	2706	139	0	14	14
153	2621	122	0	31	31
153	419	79	5	69	74
154	2644	125	1	28	29
154	2612	121	1	32	33
154	2789	150	0	4	4
154	2759	147	0	7	7
154	2745	146	0	8	8
154	2753	147	0	7	7
154	2772	149	0	5	5
155	561	102	7	46	53
155	2751	147	0	8	8
155	2752	147	0	8	8
155	797	151	0	4	4
155	799	151	0	4	4
156	2784	150	0	6	6
156	2778	149	0	7	7
156	2782	150	0	6	6
157	2794	154	0	3	3
157	2787	150	0	7	7
157	2761	148	0	9	9
157	2763	148	0	9	9
157	779	149	0	8	8
157	781	150	0	7	7
157	763	148	0	9	9
157	778	149	0	8	8
157	768	148	0	9	9
157	753	146	0	11	11
157	786	150	0	7	7
158	2609	120	1	37	38
158	2795	154	0	4	4
158	2796	154	0	4	4
158	351	66	4	88	92
158	352	66	4	88	92
158	439	82	6	70	76
158	430	81	5	72	77
158	451	85	6	67	73
158	767	148	0	10	10
159	2645	125	1	33	34
159	774	149	0	10	10
159	806	152	0	7	7
159	780	149	0	10	10
159	766	148	0	11	11
159	759	146	0	13	13
159	777	149	0	10	10
159	803	152	0	7	7
160	2803	158	0	2	2
160	2792	154	0	6	6
160	804	152	0	8	8
161	571	103	6	52	58
161	2805	158	0	3	3
161	2802	158	0	3	3
162	2812	159	0	3	3
162	2799	154	0	8	8
162	2790	154	0	8	8
162	159	24	2	136	138
162	807	152	0	10	10
163	2818	159	0	4	4
163	2814	159	0	4	4
163	2815	159	0	4	4
163	822	158	0	5	5
163	815	156	0	7	7
163	826	158	0	5	5
163	825	158	0	5	5
163	812	156	0	7	7
163	813	156	0	7	7
163	519	92	9	62	71
164	191	31	4	129	133
164	2827	160	0	4	4
164	2824	160	0	4	4
164	2807	158	0	6	6
164	2801	158	0	6	6
164	2800	158	0	6	6
164	837	160	0	4	4
164	836	160	0	4	4
164	828	158	0	6	6
164	833	160	0	4	4
165	846	161	0	4	4
165	845	161	0	4	4
165	838	160	0	5	5
165	835	160	0	5	5
165	842	161	0	4	4
166	2664	129	0	37	37
166	2669	129	0	37	37
166	2659	128	1	37	38
166	2837	162	0	4	4
166	2830	162	0	4	4
166	2836	162	0	4	4
166	2828	160	0	6	6
166	2826	160	0	6	6
166	2823	160	0	6	6
166	455	85	6	75	81
166	209	35	2	129	131
166	505	91	8	67	75
166	470	86	6	74	80
166	558	101	7	58	65
166	848	161	0	5	5
167	2845	163	0	4	4
167	2849	163	0	4	4
167	2854	164	0	3	3
167	2841	163	0	4	4
167	2857	164	0	3	3
167	2834	162	0	5	5
167	600	109	7	51	58
168	2838	162	0	6	6
168	2842	163	0	5	5
168	2866	165	0	3	3
168	2867	165	0	3	3
168	404	76	4	88	92
168	540	97	7	64	71
168	356	66	4	98	102
168	270	45	5	118	123
168	480	88	15	65	80
168	851	164	0	4	4
169	2641	125	1	43	44
169	2643	125	1	43	44
169	2856	164	0	5	5
169	2862	165	0	4	4
169	2850	164	0	5	5
169	2846	163	0	6	6
169	2844	163	0	6	6
169	325	61	5	103	108
169	328	61	5	103	108
169	853	164	0	5	5
170	2877	167	0	3	3
170	2863	165	0	5	5
170	2860	165	0	5	5
170	856	164	0	6	6
171	2888	168	0	3	3
171	748	140	6	25	31
171	705	135	11	25	36
171	870	166	0	5	5
171	861	166	0	5	5
171	871	167	0	4	4
172	2880	168	0	4	4
172	2885	168	0	4	4
173	2905	170	0	3	3
173	2907	170	0	3	3
173	570	102	7	64	71
173	401	76	4	93	97
173	460	85	6	82	88
173	468	86	6	81	87
173	271	47	7	119	126
173	81	10	0	163	163
173	509	91	8	74	82
173	584	107	7	59	66
173	469	86	6	81	87
173	472	88	7	78	85
173	376	71	6	96	102
173	450	83	6	84	90
173	308	56	5	112	117
173	367	68	5	100	105
173	481	89	8	76	84
173	379	71	6	96	102
173	359	66	4	103	107
173	482	89	8	76	84
173	264	45	5	123	128
173	261	45	5	123	128
173	184	30	3	140	143
173	171	29	3	141	144
173	506	91	8	74	82
173	568	102	7	64	71
173	296	52	4	117	121
173	295	52	4	117	121
173	391	74	5	94	99
173	549	100	7	66	73
173	580	103	6	64	70
173	441	83	6	84	90
173	444	83	6	84	90
173	386	72	6	95	101
173	879	167	0	6	6
173	880	167	0	6	6
173	887	168	0	5	5
174	2913	171	0	3	3
174	2898	169	0	5	5
174	2914	171	0	3	3
174	2881	168	0	6	6
174	424	81	5	88	93
174	398	74	5	95	100
174	326	61	5	108	113
174	173	29	3	142	145
174	363	68	5	101	106
174	415	79	5	90	95
174	154	24	2	148	150
174	98	14	1	159	160
174	885	168	0	6	6
174	877	167	0	7	7
175	2918	171	0	4	4
175	2924	172	0	3	3
175	2926	172	0	3	3
176	2927	172	0	4	4
176	2932	173	0	3	3
176	2920	172	0	4	4
176	2887	168	0	8	8
176	2883	168	0	8	8
176	382	72	6	98	104
176	397	74	5	97	102
176	372	71	6	99	105
176	385	72	6	98	104
176	478	88	7	81	88
176	442	83	0	93	93
176	429	81	0	95	95
176	433	82	0	94	94
176	523	94	0	82	82
176	445	83	0	93	93
176	530	94	0	82	82
176	421	81	0	95	95
176	422	81	0	95	95
176	535	97	0	79	79
176	531	97	0	79	79
176	552	101	0	75	75
176	553	101	0	75	75
176	556	101	0	75	75
176	560	101	0	75	75
176	564	102	0	74	74
176	575	103	0	73	73
176	685	130	4	42	46
176	907	171	0	5	5
176	903	171	0	5	5
177	2938	173	0	4	4
177	2934	173	0	4	4
177	2903	170	0	7	7
177	579	103	0	74	74
177	581	107	0	70	70
177	588	107	0	70	70
177	591	109	0	68	68
177	592	109	0	68	68
177	595	109	0	68	68
177	604	111	0	66	66
177	601	111	0	66	66
177	603	111	0	66	66
177	605	111	0	66	66
177	619	115	0	62	62
177	620	115	0	62	62
177	627	117	0	60	60
177	630	117	0	60	60
177	629	117	0	60	60
177	613	115	0	62	62
177	622	117	0	60	60
177	626	117	0	60	60
177	616	115	0	62	62
177	633	119	0	58	58
177	918	173	0	4	4
177	923	174	0	3	3
178	2945	174	0	4	4
178	2937	173	0	5	5
178	2942	174	0	4	4
178	2908	170	0	8	8
178	925	174	0	4	4
178	924	174	0	4	4
179	2667	129	0	50	50
179	2668	129	0	50	50
179	2956	176	0	3	3
179	2901	170	0	9	9
179	2891	169	0	10	10
179	2921	172	0	7	7
180	2697	136	5	39	44
180	2959	176	0	4	4
180	2963	177	0	3	3
180	2960	177	0	3	3
180	2957	176	0	4	4
180	2886	168	0	12	12
181	2961	177	0	4	4
181	2967	177	0	4	4
181	2939	173	0	8	8
181	2940	174	0	7	7
182	2947	174	0	8	8
182	2936	173	0	9	9
182	2868	165	0	17	17
183	2831	162	0	21	21
183	2944	174	0	9	9
183	2821	160	0	23	23
183	2948	174	0	9	9
184	2978	181	0	3	3
184	2974	181	0	3	3
184	2962	177	0	7	7
184	2965	177	0	7	7
184	2916	171	0	13	13
184	2864	165	0	19	19
184	2871	167	0	17	17
184	2878	167	0	17	17
184	2839	162	0	22	22
185	2677	132	3	50	53
185	2655	128	1	56	57
185	2973	181	0	4	4
185	2816	159	0	26	26
185	2835	162	0	23	23
185	2952	176	0	9	9
185	2968	177	0	8	8
185	952	180	0	5	5
185	954	180	0	5	5
186	2694	136	5	45	50
186	2964	177	0	9	9
186	2966	177	0	9	9
186	2874	167	0	19	19
186	2950	176	0	10	10
186	2879	167	0	19	19
186	2955	176	0	10	10
186	2851	164	0	22	22
186	809	152	6	28	34
187	2985	184	0	3	3
187	2989	184	0	3	3
187	2986	184	0	3	3
187	2971	181	0	6	6
187	946	179	0	8	8
188	2982	184	0	4	4
188	2983	184	0	4	4
188	2975	181	0	7	7
188	2858	164	0	24	24
189	2810	159	0	30	30
189	961	183	0	6	6
189	955	180	0	9	9
190	2991	186	0	4	4
190	2996	186	0	4	4
190	982	185	0	5	5
191	2672	132	3	56	59
191	2675	132	3	56	59
191	2998	186	0	5	5
192	2721	141	2	49	51
192	2727	141	2	49	51
192	2728	141	2	49	51
192	2693	136	5	51	56
192	2980	184	0	8	8
192	511	92	8	92	100
192	551	101	7	84	91
193	2997	186	0	7	7
193	972	184	0	9	9
194	2999	186	0	8	8
195	2700	139	2	54	56
195	2705	139	2	54	56
195	2710	140	1	54	55
196	758	146	4	46	50
196	2994	186	0	10	10
196	2993	186	0	10	10
200	2720	141	2	57	59
200	2723	141	2	57	59
200	2726	141	2	57	59
200	2740	146	4	50	54
200	2743	146	4	50	54
200	2990	186	0	14	14
203	2701	139	2	62	64
204	2707	139	2	63	65
210	2671	132	3	75	78
213	2699	136	5	72	77
213	2711	140	1	72	73
215	2716	140	1	74	75
216	2735	145	3	68	71
217	2688	133	7	77	84
219	2748	146	4	69	73
222	2690	136	5	81	86
222	2691	136	5	81	86
223	2696	136	5	82	87
224	576	103	6	115	121
224	810	152	6	66	72
224	247	42	4	178	182
224	769	148	3	73	76
224	943	179	6	39	45
224	940	176	7	41	48
224	938	176	7	41	48
224	528	94	8	122	130
224	443	83	6	135	141
224	500	90	8	126	134
224	808	152	6	66	72
224	698	133	4	87	91
224	477	88	7	129	136
224	146	22	3	199	202
224	300	52	4	168	172
224	611	115	6	103	109
224	582	107	7	110	117
224	52	7	0	217	217
224	694	133	4	87	91
224	599	109	7	108	115
224	709	135	5	84	89
224	821	158	3	63	66
224	741	140	6	78	84
224	585	107	14	103	117
224	773	149	4	71	75
224	555	101	7	116	123
224	491	90	8	126	134
224	642	121	4	99	103
224	645	121	4	99	103
224	782	150	5	69	74
224	323	61	5	158	163
224	956	180	14	30	44
224	964	183	5	36	41
224	755	146	4	74	78
224	878	167	3	54	57
224	970	183	5	36	41
224	992	187	7	30	37
224	868	166	2	56	58
224	912	173	5	46	51
224	664	126	7	91	98
224	740	139	6	79	85
224	746	140	6	78	84
224	772	149	4	71	75
224	225	39	4	181	185
224	852	164	2	58	60
224	968	183	5	36	41
224	945	179	6	39	45
224	867	166	2	56	58
224	839	160	3	61	64
224	928	174	6	44	50
224	111	17	1	206	207
224	203	35	2	187	189
224	83	10	0	214	214
224	178	29	3	192	195
224	413	79	5	140	145
224	791	151	5	68	73
224	794	151	5	68	73
224	331	62	5	157	162
224	370	68	5	151	156
224	795	151	5	68	73
224	784	150	5	69	74
224	900	170	5	49	54
224	950	179	6	39	45
224	905	171	5	48	53
224	891	170	5	49	54
224	667	126	7	91	98
224	756	146	4	74	78
224	541	100	6	118	124
224	872	167	3	54	57
224	596	109	7	108	115
224	405	76	4	144	148
224	888	168	3	53	56
224	760	146	4	74	78
224	987	185	5	34	39
224	995	187	7	30	37
224	969	183	5	36	41
224	735	139	5	80	85
224	544	100	6	118	124
224	548	100	15	109	124
224	514	92	9	123	132
224	692	133	4	87	91
224	751	146	4	74	78
224	587	107	8	109	117
224	434	82	6	136	142
224	534	97	7	120	127
224	258	43	4	177	181
224	639	119	5	100	105
224	840	160	3	61	64
224	573	103	6	115	121
224	937	176	7	41	48
224	973	184	5	35	40
224	637	119	5	100	105
224	368	68	5	151	156
224	307	56	5	163	168
224	738	139	6	79	85
224	850	161	3	60	63
224	811	156	5	63	68
224	594	109	7	108	115
224	586	107	8	109	117
224	124	18	2	204	206
224	174	29	3	192	195
224	342	64	4	156	160
224	546	100	6	118	124
224	816	156	5	63	68
224	823	158	3	63	66
224	831	160	3	61	64
224	860	164	2	58	60
224	889	168	3	53	56
224	762	148	3	73	76
224	355	66	4	154	158
224	1000	187	7	30	37
224	901	171	5	48	53
224	958	180	7	37	44
224	689	130	4	90	94
224	495	90	8	126	134
224	554	101	7	116	123
224	669	126	7	91	98
224	615	115	6	103	109
224	614	115	6	103	109
224	680	129	5	90	95
224	602	111	7	106	113
224	467	86	6	132	138
224	322	61	5	158	163
224	660	125	7	92	99
224	348	64	4	156	160
224	458	85	6	133	139
224	609	111	7	106	113
224	437	82	6	136	142
224	634	119	5	100	105
224	814	156	5	63	68
224	858	164	2	58	60
224	843	161	3	60	63
224	936	176	7	41	48
224	974	184	5	35	40
224	673	129	5	90	95
224	892	170	5	49	54
224	904	171	5	48	53
224	989	185	5	34	39
224	999	187	7	30	37
224	332	62	5	157	162
224	310	56	5	163	168
224	101	16	1	207	208
224	302	56	5	163	168
224	186	30	3	191	194
224	446	83	6	135	141
224	244	42	4	178	182
224	406	76	4	144	148
224	684	130	4	90	94
224	563	102	7	115	122
224	666	126	7	91	98
224	289	49	5	170	175
224	281	49	5	170	175
224	661	126	7	91	98
224	476	88	7	129	136
224	507	91	8	125	133
224	652	125	7	92	99
224	606	111	7	106	113
224	830	158	3	63	66
224	533	97	7	120	127
224	343	64	4	156	160
224	725	137	5	82	87
224	727	137	5	82	87
224	349	64	11	149	160
224	832	160	3	61	64
224	963	183	5	36	41
224	997	187	7	30	37
224	977	184	5	35	40
224	882	168	3	53	56
224	894	170	5	49	54
224	631	119	5	100	105
224	267	45	5	174	179
224	339	62	5	157	162
224	327	61	5	158	163
224	488	89	8	127	135
224	269	45	5	174	179
224	679	129	5	90	95
224	492	90	8	126	134
224	951	180	6	38	44
224	944	179	6	39	45
224	978	184	5	35	40
224	985	185	5	34	39
224	380	71	6	147	153
224	518	92	9	123	132
224	148	22	3	199	202
224	562	102	7	115	122
224	245	42	4	178	182
224	752	146	4	74	78
224	473	88	7	129	136
224	569	102	7	115	122
224	805	152	6	66	72
224	14	3	0	221	221
224	583	107	7	110	117
224	770	148	3	73	76
224	841	161	3	60	63
224	862	166	2	56	58
224	818	156	5	63	68
224	899	170	5	49	54
224	863	166	2	56	58
224	898	170	5	49	54
224	857	164	2	58	60
224	980	184	5	35	40
224	215	37	2	185	187
224	190	30	7	187	194
224	181	30	3	191	194
224	543	100	6	118	124
224	319	58	5	161	166
224	410	76	4	144	148
224	572	103	6	115	121
224	232	40	4	180	184
224	521	94	8	122	130
224	337	62	5	157	162
224	754	146	4	74	78
224	820	156	5	63	68
224	635	119	5	100	105
224	690	130	4	90	94
224	494	90	8	126	134
224	653	125	7	92	99
224	435	82	6	136	142
224	589	107	8	109	117
224	513	92	16	116	132
224	598	109	7	108	115
224	783	150	5	69	74
224	911	173	5	46	51
224	865	166	2	56	58
224	976	184	5	35	40
224	941	179	6	39	45
224	967	183	5	36	41
224	671	129	5	90	95
224	330	61	5	158	163
224	520	92	9	123	132
224	539	97	7	120	127
224	736	139	10	75	85
224	827	158	3	63	66
224	796	151	5	68	73
224	847	161	3	60	63
224	884	168	3	53	56
224	919	173	5	46	51
224	623	117	0	107	107
224	636	119	0	105	105
224	638	119	0	105	105
224	624	117	0	107	107
224	632	119	0	105	105
224	648	121	0	103	103
224	641	121	0	103	103
224	643	121	0	103	103
224	647	121	0	103	103
224	646	121	0	103	103
224	657	125	0	99	99
224	656	125	0	99	99
224	662	126	0	98	98
224	668	126	0	98	98
224	663	126	0	98	98
224	670	126	0	98	98
224	654	125	0	99	99
224	676	129	0	95	95
224	681	130	0	94	94
224	674	129	0	95	95
224	675	129	0	95	95
224	686	130	0	94	94
224	682	130	0	94	94
224	728	137	0	87	87
224	723	137	0	87	87
224	710	135	0	89	89
224	716	136	0	88	88
224	718	136	0	88	88
224	731	139	0	85	85
224	734	139	0	85	85
224	739	139	0	85	85
224	717	136	0	88	88
224	733	139	0	85	85
224	695	133	0	91	91
224	700	133	0	91	91
224	749	140	0	84	84
224	701	135	0	89	89
224	704	135	0	89	89
224	707	135	0	89	89
224	708	135	0	89	89
224	712	136	0	88	88
224	737	139	0	85	85
224	742	140	0	84	84
224	696	133	0	91	91
224	706	135	0	89	89
224	757	146	0	78	78
224	798	151	0	73	73
224	789	150	0	74	74
224	793	151	0	73	73
224	802	152	0	72	72
224	765	148	0	76	76
224	790	150	0	74	74
224	800	151	0	73	73
224	792	151	0	73	73
224	787	150	0	74	74
224	771	149	0	75	75
224	788	150	0	74	74
224	801	152	0	72	72
224	785	150	0	74	74
224	819	156	0	68	68
224	817	156	0	68	68
224	824	158	0	66	66
224	829	158	0	66	66
224	834	160	0	64	64
224	849	161	0	63	63
224	844	161	0	63	63
224	859	164	0	60	60
224	855	164	0	60	60
224	854	164	0	60	60
224	866	166	0	58	58
224	869	166	0	58	58
224	876	167	0	57	57
224	874	167	0	57	57
224	883	168	0	56	56
224	890	168	0	56	56
224	896	170	0	54	54
224	909	171	0	53	53
224	873	167	0	57	57
224	897	170	0	54	54
224	908	171	0	53	53
224	910	171	0	53	53
224	917	173	0	51	51
224	920	173	0	51	51
224	902	171	0	53	53
224	927	174	0	50	50
224	914	173	0	51	51
224	916	173	0	51	51
224	930	174	0	50	50
224	895	170	0	54	54
224	922	174	0	50	50
224	926	174	0	50	50
224	906	171	0	53	53
224	893	170	0	54	54
224	929	174	0	50	50
224	933	176	0	48	48
224	939	176	0	48	48
224	932	176	0	48	48
224	934	176	0	48	48
224	942	179	0	45	45
224	948	179	0	45	45
224	947	179	0	45	45
224	949	179	0	45	45
224	953	180	0	44	44
224	960	180	0	44	44
224	957	180	0	44	44
224	971	184	0	40	40
224	962	183	0	41	41
224	966	183	0	41	41
224	990	185	0	39	39
224	965	183	0	41	41
224	975	184	0	40	40
224	981	185	0	39	39
224	983	185	0	39	39
224	986	185	0	39	39
224	984	185	0	39	39
224	998	187	0	37	37
224	996	187	0	37	37
224	994	187	0	37	37
224	993	187	0	37	37

Battle result: 	Drawn

For Earth Army:
	 - ES_Total : 390 , ET_Total : 325 , EG_Total : 239
	 - DestructedES % : 100% , DestructedET %: 100% , DestructedEG % : 99.5816%
	 - DestructedEU % : 99.8952%
	 - Av_Df : 2.03987 , Av_Dd : 57.4197 , Av_Db : 59.4596
	 - Df/Db % : 3.43069% , Dd/Db % : 96.5693%
	 - Total Healed Units : 267
	 - Healed Soldiers : 200	 , Fixed Tanks : 67
	 - Healing % : 27.9874%
	 - Infection % : 37.1795%

For Alien Army:
	 - AS_Total : 407 , AM_Total : 306 , AD_Total : 287
	 - DestructedAS % : 71.2531% , DestructedAM %: 100% , DestructedAD % : 100%
	 - DestructedAU % : 88.3%
	 - Av_Df : 0.191393 , Av_Dd : 9.6829 , Av_Db : 9.87429
	 - Df/Db % : 1.9383% , Dd/Db % : 98.0617%
