Td	ID	Tj	Df	Dd	Db	
1331	2406	498	44	789	833
1334	445	478	71	785	856
1336	2585	718	62	556	618
1344	2637	788	74	482	556
1345	2547	666	59	620	679
1349	721	799	42	508	550
1354	2389	470	38	846	884
1357	2757	952	90	315	405
1357	2201	223	26	1108	1134
1357	2202	223	27	1107	1134
1361	2421	513	49	799	848
1365	2220	252	25	1088	1113
1367	2145	170	17	1180	1197
1370	2223	254	25	1091	1116
1373	2464	569	51	753	804
1380	2177	207	22	1151	1173
1382	2468	572	51	759	810
1383	2665	812	80	491	571
1385	2666	813	80	492	572
1390	2792	982	90	318	408
1391	2510	629	58	704	762
1395	2312	377	34	984	1018
1401	2802	990	91	320	411
1404	2724	907	84	413	497
1407	2370	450	36	921	957
1409	2371	450	37	922	959
1412	2614	762	71	579	650
1417	2525	643	59	715	774
1418	2526	643	59	716	775
1422	2374	454	36	932	968
1425	2376	457	36	932	968
1426	976	1089	48	289	337
1429	2194	216	25	1188	1213
1429	2735	927	86	416	502
1430	2345	423	36	971	1007
1435	2277	322	33	1080	1113
1435	712	792	93	550	643
1436	990	1099	46	291	337
1447	2696	860	80	507	587
1449	2746	942	87	420	507
1450	2748	943	87	420	507
1456	2942	1129	108	219	327
1460	2552	668	59	733	792
1462	2419	510	48	904	952
1465	2240	276	27	1162	1189
1466	870	982	53	431	484
1470	875	988	54	428	482
1479	2395	477	40	962	1002
1480	2208	229	26	1225	1251
1481	719	798	41	642	683
1484	2427	518	52	914	966
1484	886	1006	53	425	478
1486	2178	207	22	1257	1279
1486	2509	623	59	804	863
1487	2711	892	82	513	595
1488	2871	1068	99	321	420
1490	894	1016	55	419	474
1492	2791	978	91	423	514
1492	2668	813	81	598	679
1493	2714	895	85	513	598
1496	2879	1073	100	323	423
1502	2670	821	81	600	681
1510	2518	638	58	814	872
1512	2894	1088	103	321	424
1514	2611	760	71	683	754
1516	937	1060	49	407	456
1517	2899	1091	104	322	426
1517	2729	914	87	516	603
1528	2477	588	58	882	940
1528	2529	647	58	823	881
1535	2235	267	25	1243	1268
1542	2741	932	87	523	610
1543	2348	426	36	1081	1117
1544	2409	499	46	999	1045
1550	2931	1119	106	325	431
1554	2633	786	73	695	768
1554	2411	504	49	1001	1050
1556	2412	504	49	1003	1052
1556	815	921	50	585	635
1562	2500	608	59	895	954
1563	2643	791	77	695	772
1566	2702	873	79	614	693
1576	2707	881	78	617	695
1577	2222	254	25	1298	1323
1578	2855	1056	93	429	522
1578	893	1016	100	462	562
1586	2869	1062	99	425	524
1590	2872	1068	99	423	522
1595	2571	685	63	847	910
1595	2364	444	36	1115	1151
1602	2367	447	36	1119	1155
1602	2263	312	30	1260	1290
1603	2722	903	84	616	700
1603	2603	755	68	780	848
1605	2978	1183	105	317	422
1606	2889	1082	103	421	524
1614	2294	346	35	1233	1268
1615	2897	1091	104	420	524
1616	2615	763	71	782	853
1626	2821	1009	91	526	617
1637	2537	655	59	923	982
1641	2381	465	35	1141	1176
1644	2304	359	35	1250	1285
1645	2198	220	26	1399	1425
1645	2934	1122	106	417	523
1646	2935	1122	106	418	524
1650	2358	431	37	1182	1219
1652	2359	431	37	1184	1221
1656	2331	398	34	1224	1258
1660	2648	797	78	785	863
1666	2965	1146	106	414	520
1666	2595	736	64	866	930
1672	2866	1060	96	516	612
1684	2363	444	36	1204	1240
1684	2310	376	32	1276	1308
1695	2892	1084	104	507	611
1696	2401	485	41	1170	1211
1696	2440	527	54	1115	1169
1701	2319	382	35	1284	1319
1703	2617	763	72	868	940
1703	2987	1199	108	396	504
1709	2404	490	44	1175	1219
1711	2906	1102	104	505	609
1711	2907	1102	104	505	609
1714	2912	1104	104	506	610
1715	2915	1107	104	504	608
1718	685	745	45	928	973
1718	603	663	40	1015	1055
1718	790	892	55	771	826
1718	646	709	91	918	1009
1718	796	900	54	764	818
1718	933	1054	51	613	664
1718	729	805	44	869	913
1718	566	616	39	1063	1102
1718	635	702	91	925	1016
1718	723	799	42	877	919
1718	734	816	47	855	902
1718	411	437	31	1250	1281
1718	880	1002	53	663	716
1718	700	771	38	909	947
1718	548	595	71	1052	1123
1718	816	921	50	747	797
1718	839	939	49	730	779
1718	763	859	159	700	859
1718	664	730	47	941	988
1718	878	999	105	614	719
1718	983	1096	46	576	622
1718	994	1104	46	568	614
1718	896	1017	99	602	701
1718	961	1078	43	597	640
1718	916	1043	51	624	675
1718	907	1027	102	589	691
1718	772	879	54	785	839
1718	746	829	51	838	889
1718	623	686	90	942	1032
1718	531	565	39	1114	1153
1718	594	651	36	1031	1067
1718	843	940	49	729	778
1718	582	633	36	1049	1085
1718	464	490	33	1195	1228
1718	496	531	35	1152	1187
1718	912	1028	104	586	690
1718	834	936	50	732	782
1718	783	886	56	776	832
1718	898	1018	54	646	700
1718	971	1084	89	545	634
1718	975	1087	48	583	631
1718	692	758	42	918	960
1718	876	988	54	676	730
1718	785	887	159	672	831
1718	698	768	39	911	950
1718	512	542	36	1140	1176
1718	718	798	41	879	920
1718	962	1078	89	551	640
1718	681	741	87	890	977
1718	932	1054	97	567	664
1718	695	763	40	915	955
1718	750	837	51	830	881
1718	806	911	51	756	807
1718	992	1102	88	528	616
1718	775	880	54	784	838
1718	688	746	46	926	972
1718	647	709	48	961	1009
1718	795	899	54	765	819
1718	424	454	34	1230	1264
1718	504	536	35	1147	1182
1718	828	931	50	737	787
1718	580	633	35	1050	1085
1718	770	869	55	794	849
1718	481	508	36	1174	1210
1718	717	793	43	882	925
1718	381	396	28	1294	1322
1718	457	486	33	1199	1232
1718	735	816	152	750	902
1718	549	595	36	1087	1123
1718	697	768	39	911	950
1718	821	926	103	689	792
1718	517	546	38	1134	1172
1718	491	524	36	1158	1194
1718	771	869	55	794	849
1718	884	1005	103	610	713
1718	950	1071	45	602	647
1718	626	690	43	985	1028
1718	444	474	34	1210	1244
1718	991	1102	45	571	616
1718	905	1025	54	639	693
1718	705	777	41	900	941
1718	822	926	51	741	792
1718	691	758	42	918	960
1718	747	829	51	838	889
1718	748	837	51	830	881
1718	611	673	40	1005	1045
1718	823	929	49	740	789
1718	786	887	56	775	831
1718	519	546	39	1133	1172
1718	981	1095	46	577	623
1718	863	970	53	695	748
1718	852	947	50	721	771
1718	956	1075	44	599	643
1718	951	1071	45	602	647
1718	919	1044	51	623	674
1718	749	837	51	830	881
1718	926	1050	52	616	668
1718	960	1076	44	598	642
1718	579	628	35	1055	1090
1718	608	668	40	1010	1050
1718	384	397	29	1292	1321
1718	489	515	75	1128	1203
1718	350	370	17	1331	1348
1718	546	594	35	1089	1124
1718	644	707	47	964	1011
1718	413	440	32	1246	1278
1718	777	880	55	783	838
1718	575	625	37	1056	1093
1718	554	602	36	1080	1116
1718	620	681	40	997	1037
1718	675	738	46	934	980
1718	683	743	46	929	975
1718	478	504	33	1181	1214
1718	773	879	54	785	839
1718	713	792	43	883	926
1718	564	613	165	940	1105
1718	743	828	50	840	890
1718	794	899	54	765	819
1718	704	777	41	900	941
1718	867	971	54	693	747
1718	366	382	22	1314	1336
1718	536	570	75	1073	1148
1718	544	594	35	1089	1124
1718	587	642	38	1038	1076
1718	969	1082	89	547	636
1718	687	745	46	927	973
1718	401	423	63	1232	1295
1718	757	848	107	763	870
1718	966	1081	89	548	637
1718	776	880	105	733	838
1718	873	986	153	579	732
1718	836	938	49	731	780
1718	840	939	49	730	779
1718	515	544	37	1137	1174
1718	842	940	49	729	778
1718	727	805	44	869	913
1718	952	1074	44	600	644
1718	726	800	42	876	918
1718	980	1095	46	577	623
1718	725	800	42	876	918
1718	856	959	52	707	759
1718	830	934	50	734	784
1718	955	1075	44	599	643
1718	899	1018	99	601	700
1718	988	1099	46	573	619
1718	970	1084	47	587	634
1718	492	524	36	1158	1194
1718	508	541	35	1142	1177
1718	674	738	46	934	980
1718	304	313	21	1384	1405
1718	423	450	69	1199	1268
1718	473	497	34	1187	1221
1718	408	432	31	1255	1286
1718	506	539	74	1105	1179
1718	522	552	38	1128	1166
1718	452	483	34	1201	1235
1718	590	646	38	1034	1072
1718	633	699	44	975	1019
1718	524	557	39	1122	1161
1718	529	565	75	1078	1153
1718	477	499	35	1184	1219
1718	538	588	33	1097	1130
1718	584	634	37	1047	1084
1718	518	546	73	1099	1172
1718	521	552	74	1092	1166
1718	637	703	45	970	1015
1718	738	821	46	851	897
1718	676	739	45	934	979
1718	598	659	81	978	1059
1718	539	588	72	1058	1130
1718	801	906	53	759	812
1718	509	541	113	1064	1177
1718	606	665	40	1013	1053
1718	756	846	53	819	872
1718	406	432	31	1255	1286
1718	812	920	50	748	798
1718	737	821	46	851	897
1718	817	923	49	746	795
1718	793	899	105	714	819
1718	703	777	41	900	941
1718	562	613	37	1068	1105
1718	440	471	107	1140	1247
1718	982	1096	46	576	622
1718	798	900	54	764	818
1718	862	970	53	695	748
1718	946	1067	47	604	651
1718	913	1034	53	631	684
1718	986	1097	46	575	621
1718	995	1104	46	568	614
1718	882	1002	53	663	716
1718	577	628	35	1055	1090
1718	758	848	53	817	870
1718	844	944	103	671	774
1718	848	946	50	722	772
1718	941	1064	48	606	654
1718	761	851	53	814	867
1718	927	1050	99	569	668
1718	909	1027	55	636	691
1718	414	440	32	1246	1278
1718	505	539	35	1144	1179
1718	474	497	34	1187	1221
1718	436	470	35	1213	1248
1718	325	335	24	1359	1383
1718	586	642	78	998	1076
1718	503	536	74	1108	1182
1718	658	724	49	945	994
1718	659	724	49	945	994
1718	421	450	34	1234	1268
1718	656	720	50	948	998
1718	630	694	44	980	1024
1718	534	566	39	1113	1152
1718	871	986	53	679	732
1718	409	437	67	1214	1281
1718	889	1013	101	604	705
1718	663	728	48	942	990
1718	552	597	115	1006	1121
1718	469	496	34	1188	1222
1718	807	911	51	756	807
1718	739	824	154	740	894
1718	599	659	36	1023	1059
1718	417	442	32	1244	1276
1718	686	745	88	885	973
1718	808	915	104	699	803
1718	595	652	79	987	1066
1718	917	1043	51	624	675
1718	826	931	49	738	787
1718	781	886	56	776	832
1718	803	907	53	758	811
1718	684	743	46	929	975
1718	874	988	105	625	730
1718	791	892	55	771	826
1718	953	1074	44	600	644
1718	825	929	50	739	789
1718	787	890	55	773	828
1718	858	959	53	706	759
1718	902	1022	98	598	696
1718	989	1099	46	573	619
1718	928	1053	51	614	665
1718	936	1056	96	566	662
1718	963	1078	44	596	640
1718	924	1045	98	575	673
1718	344	355	17	1346	1363
1718	391	418	60	1240	1300
1718	471	496	34	1188	1222
1718	341	351	17	1350	1367
1718	340	351	17	1350	1367
1718	420	445	33	1240	1273
1718	355	374	18	1326	1344
1718	482	508	36	1174	1210
1718	593	651	36	1031	1067
1718	565	616	39	1063	1102
1718	451	483	34	1201	1235
1718	540	588	34	1096	1130
1718	711	791	93	834	927
1718	581	633	125	960	1085
1718	631	699	90	929	1019
1718	583	634	37	1047	1084
1718	872	986	53	679	732
1718	720	798	41	879	920
1718	930	1053	51	614	665
1718	813	920	50	748	798
1718	827	931	103	684	787
1718	809	915	51	752	803
1718	792	892	55	771	826
1718	911	1028	55	635	690
1718	730	807	44	867	911
1718	832	936	104	678	782
1718	759	848	53	817	870
1718	914	1034	53	631	684
1718	879	999	54	665	719
1718	762	851	107	760	867
1718	883	1005	52	661	713
1718	857	959	154	605	759
1718	996	1104	46	568	614
1718	973	1087	48	583	631
1718	997	1107	45	566	611
1718	262	268	37	1413	1450
1718	374	389	25	1304	1329
1718	342	351	17	1350	1367
1718	372	388	26	1304	1330
1718	550	597	36	1085	1121
1718	435	469	35	1214	1249
1718	480	504	33	1181	1214
1718	488	515	36	1167	1203
1718	820	926	50	742	792
1718	835	938	49	731	780
1718	710	791	41	886	927
1718	888	1006	103	609	712
1718	625	690	43	985	1028
1718	987	1097	46	575	621
1718	866	971	54	693	747
1718	985	1097	46	575	621
1718	890	1013	55	650	705
1718	619	681	40	997	1037
1718	954	1074	44	600	644
1718	755	846	53	819	872
1718	800	906	106	706	812
1718	900	1018	55	645	700
1718	958	1076	44	598	642
1718	814	921	104	693	797
1718	37	38	9	1671	1680
1718	13	15	6	1697	1703
1718	10	12	20	1686	1706
1718	4	8	0	1710	1710
1718	3	1	3	1714	1717
1718	265	269	0	1449	1449
1718	268	270	0	1448	1448
1718	263	268	0	1450	1450
1718	281	286	0	1432	1432
1718	285	290	0	1428	1428
1718	295	299	0	1419	1419
1718	298	304	0	1414	1414
1718	302	309	0	1409	1409
1718	306	313	0	1405	1405
1718	305	313	0	1405	1405
1718	327	335	0	1383	1383
1718	376	393	0	1325	1325
1718	486	512	5	1201	1206
1718	485	512	8	1198	1206
1718	535	570	0	1148	1148
1718	537	570	0	1148	1148
1718	526	564	5	1149	1154
1718	527	564	0	1154	1154
1718	520	552	0	1166	1166
1718	525	557	0	1161	1161
1718	511	542	9	1167	1176
1718	510	541	10	1167	1177
1718	500	533	0	1185	1185
1718	490	524	8	1186	1194
1718	466	491	14	1213	1227
1718	576	625	0	1093	1093
1718	573	623	0	1095	1095
1718	574	625	0	1093	1093
1718	455	484	135	1099	1234
1718	571	623	0	1095	1095
1718	434	469	170	1079	1249
1718	447	478	0	1240	1240
1718	425	454	7	1257	1264
1718	412	440	4	1274	1278
1718	404	431	0	1287	1287
1718	605	665	0	1053	1053
1718	399	420	3	1295	1298
1718	397	420	3	1295	1298
1718	394	419	253	1046	1299
1718	370	388	0	1330	1330
1718	617	678	0	1040	1040
1718	621	681	0	1037	1037
1718	648	709	0	1009	1009
1718	702	771	0	947	947
1718	701	771	0	947	947
1718	715	793	5	920	925
1718	784	887	11	820	831
1718	849	946	0	772	772
1718	851	947	0	771	771
1718	837	938	4	776	780
1718	833	936	18	764	782
1718	789	890	8	820	828
1718	819	923	9	786	795
1718	865	971	0	747	747
1718	782	886	33	799	832
1718	764	859	22	837	859
1718	768	867	14	837	851
1718	754	846	145	727	872
1718	760	851	140	727	867
1718	753	840	156	722	878
1718	881	1002	0	716	716
1718	742	828	0	890	890
1718	733	816	5	897	902
1718	887	1006	0	712	712
1718	732	807	2	909	911
1718	716	793	1	924	925
1718	693	758	12	948	960
1718	706	786	3	929	932
1718	673	738	43	937	980
1718	901	1022	0	696	696
1718	906	1025	0	693	693
1718	904	1025	0	693	693
1718	672	734	287	697	984
1718	903	1022	0	696	696
1718	671	734	295	689	984
1718	669	732	298	688	986
1718	668	732	307	679	986
1718	666	730	310	678	988
1718	662	728	313	677	990
1718	918	1043	0	675	675
1718	641	705	16	997	1013
1718	660	724	0	994	994
1718	945	1066	0	652	652
1718	944	1066	0	652	652
1718	949	1071	0	647	647
1718	942	1064	0	654	654
1718	943	1066	5	647	652
1718	935	1056	1	661	662
1718	931	1054	0	664	664
1718	934	1056	1	661	662
1718	964	1081	0	637	637
1718	968	1082	0	636	636
1718	977	1089	0	629	629
1718	979	1095	0	623	623
1718	993	1102	0	616	616

Battle result: 	Drawn

For Earth Army:
	 - ES_Total : 704 , ET_Total : 150 , EG_Total : 128
	 - DestructedES % : 100% , DestructedET %: 100% , DestructedEG % : 28.9062%
	 - DestructedEU % : 90.7332%
	 - Av_Df : 36.3928 , Av_Dd : 545.624 , Av_Db : 582.017
	 - Df/Db % : 6.25288% , Dd/Db % : 93.7471%
	 - Total Healed Units : 36
	 - Healed Soldiers : 36	 , Fixed Tanks : 0
	 - Healing % : 3.66599%
	 - Infection % : 11.5057%

For Alien Army:
	 - AS_Total : 689 , AM_Total : 186 , AD_Total : 127
	 - DestructedAS % : 58.2003% , DestructedAM %: 100% , DestructedAD % : 100%
	 - DestructedAU % : 71.2575%
	 - Av_Df : 21.9496 , Av_Dd : 245.017 , Av_Db : 266.966
	 - Df/Db % : 8.22185% , Dd/Db % : 91.7781%
